full_path,question,answer
/kaggle/input/vrmini2/abo-images-small/images/small/e3/e37f4968.jpg,What phone model is this case designed for?,MotoE
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e475dbd7.jpg,What type of shoe is shown in the image?,Loafers
/kaggle/input/vrmini2/abo-images-small/images/small/ef/ef24d131.jpg,Is the phone case design primarily a landscape or portrait orientation?,Landscape
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c7605983.jpg,How many charms are attached to the necklace on the phone case?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/d1/d17c2f7d.jpg,What is the dominant color of the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/d0/d09a4b4b.jpg,"Based on the product name and image, what material are the gloves made of?",Nitrile
/kaggle/input/vrmini2/abo-images-small/images/small/11/11e67bd1.jpg,"Based on the image and ""item_name"" metadata, what is the dominant color of the case?",Pink
/kaggle/input/vrmini2/abo-images-small/images/small/ed/ed5da9b1.jpg,"Based on the image and ""Apple iPhone XR"" specification, what phone model is compatible?",XR
/kaggle/input/vrmini2/abo-images-small/images/small/1f/1f3e8649.jpg,"Based on the image and product type, what is the swatch's primary purpose?",Sample
/kaggle/input/vrmini2/abo-images-small/images/small/df/df34fbfa.jpg,How many laces are visible on the shoe in the image?,2
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f667b568.jpg,Is the phone case design primarily geometric or organic?,Organic
/kaggle/input/vrmini2/abo-images-small/images/small/cc/cc8bff57.jpg,Is this phone case designed for a Huawei phone?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/25/25192a1e.jpg,What is the design of the central element?,Infinity
/kaggle/input/vrmini2/abo-images-small/images/small/4f/4f0dcf5f.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/43/436d6d46.jpg,Is the phone case design primarily text or image-based?,Text
/kaggle/input/vrmini2/abo-images-small/images/small/74/74d706e3.jpg,What is the color of the headphones?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/e4/e46487c9.jpg,Is the phone case design primarily floral or geometric?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/8d/8d2bda2d.jpg,"Considering the image and metadata, what design style is depicted?",Cracked
/kaggle/input/vrmini2/abo-images-small/images/small/7e/7e0d3f26.jpg,What color is the fitted sheet?,Grey
/kaggle/input/vrmini2/abo-images-small/images/small/75/75ecd644.jpg,What is the color of the mop head?,Green
/kaggle/input/vrmini2/abo-images-small/images/small/8b/8b88c40e.jpg,What fruit is depicted on the conditioner bottle?,Grapefruit
/kaggle/input/vrmini2/abo-images-small/images/small/90/900e42eb.jpg,What color are the butterflies on the phone case?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/c4/c4484dc3.jpg,What is the pattern on the comforter and pillowcases?,Crosses
/kaggle/input/vrmini2/abo-images-small/images/small/ea/ea58585e.jpg,Is the phone case design abstract or representational?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/87/872964e9.jpg,"Considering its dimensions and weight, is this cajon portable?",Yes
/kaggle/input/vrmini2/abo-images-small/images/small/06/06e0161f.jpg,What color are the sneakers?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/29/29e5a231.jpg,How many eggs are in this carton?,Twelve
/kaggle/input/vrmini2/abo-images-small/images/small/99/9965a3d8.jpg,Is the phone case made of leather?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/de/de34abd5.jpg,"Considering the image and metadata, what is the phone model compatibility?",M21
/kaggle/input/vrmini2/abo-images-small/images/small/57/57c450c0.jpg,Is the design on the case primarily focused on cats?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/03/0365338d.jpg,"Given the metadata, what is the weight of the product in pounds?",0.11
/kaggle/input/vrmini2/abo-images-small/images/small/02/0227e9c4.jpg,What phone model is this case designed for?,Oppo
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0f602e5d.jpg,What color are the majority of the plants on the phone case?,Yellow
/kaggle/input/vrmini2/abo-images-small/images/small/06/06f294fb.jpg,What is the dominant color shown in the image?,Navy
/kaggle/input/vrmini2/abo-images-small/images/small/95/9510cfb8.jpg,What material is the case made from?,Silicone
/kaggle/input/vrmini2/abo-images-small/images/small/01/01ec58c6.jpg,"Given the brand and product type, what's the likely purchase method?",Grab-and-go
/kaggle/input/vrmini2/abo-images-small/images/small/a5/a5b1c6ea.jpg,What color is the sunset depicted on the phone case?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/d6/d6404dae.jpg,What is the milk's fat percentage?,Zero
/kaggle/input/vrmini2/abo-images-small/images/small/cd/cdefa595.jpg,What material is the fitted sheet made from?,Cotton
/kaggle/input/vrmini2/abo-images-small/images/small/b0/b006cbc4.jpg,What material is primarily used in the case's construction?,Canvas
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8aa7b1b0.jpg,What is the tie's color?,Silver
/kaggle/input/vrmini2/abo-images-small/images/small/08/081a9251.jpg,What is the dominant color scheme of the Rivet print?,Monochromatic
/kaggle/input/vrmini2/abo-images-small/images/small/fb/fb9ac98d.jpg,What is the case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/54/5438397c.jpg,How many side pockets are visible on the pet carrier?,One
/kaggle/input/vrmini2/abo-images-small/images/small/2f/2ffb62dd.jpg,"Considering its dimensions and design, what is its style?",Modern
/kaggle/input/vrmini2/abo-images-small/images/small/06/064f1996.jpg,What is the primary design feature of this phone case?,Headphones
/kaggle/input/vrmini2/abo-images-small/images/small/fc/fc6ba076.jpg,What material is the step stool primarily made of?,Steel
/kaggle/input/vrmini2/abo-images-small/images/small/49/49081c95.jpg,What is the oil type?,Argan
/kaggle/input/vrmini2/abo-images-small/images/small/3e/3e8ca106.jpg,How many handles are visible on the cooler?,One
/kaggle/input/vrmini2/abo-images-small/images/small/9a/9a38c99b.jpg,"What is the case's main advertised feature, besides protection?",Dustproof
/kaggle/input/vrmini2/abo-images-small/images/small/10/1000681d.jpg,"Considering the image and metadata, what is the primary function of this AmazonBasics product?",Audio
/kaggle/input/vrmini2/abo-images-small/images/small/f6/f6400eb9.jpg,What color is the hat?,Beige
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,Does the image match the item description?,No
/kaggle/input/vrmini2/abo-images-small/images/small/d4/d42f976e.jpg,What is the main color of the background on the phone case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/c1/c1eb8ad5.jpg,What color are these formal shoes?,Brown
/kaggle/input/vrmini2/abo-images-small/images/small/e2/e213cb62.jpg,What is the screen protector's hardness rating?,9H
/kaggle/input/vrmini2/abo-images-small/images/small/ea/ea8a5495.jpg,What is the brand of this olive oil?,HappyBelly
/kaggle/input/vrmini2/abo-images-small/images/small/36/361c236b.jpg,"Considering the image and description, what design style best describes this case?",Cracked
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b4d2d7d.jpg,What color is the cable shown in the image?,Gray
/kaggle/input/vrmini2/abo-images-small/images/small/0b/0b6ea66e.jpg,What is the case's primary design feature?,Brick
/kaggle/input/vrmini2/abo-images-small/images/small/c6/c6550faf.jpg,Heel?,Flat
/kaggle/input/vrmini2/abo-images-small/images/small/9b/9b19f552.jpg,What color are the PUMA Slip On Runner sneakers?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8a93cd0c.jpg,What is the primary function of this AmazonBasics product?,Organization
/kaggle/input/vrmini2/abo-images-small/images/small/37/37d70abb.jpg,What is the overall style of the armchair?,Retro
/kaggle/input/vrmini2/abo-images-small/images/small/c2/c2c62449.jpg,How many handles are included in one package?,Ten
/kaggle/input/vrmini2/abo-images-small/images/small/dd/dda73a80.jpg,What is the primary color of the case?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/f1/f10170ac.jpg,What is the dominant design element on the case?,Headphones
/kaggle/input/vrmini2/abo-images-small/images/small/76/765e37af.jpg,What color is the woman's hat in the phone case image?,White
/kaggle/input/vrmini2/abo-images-small/images/small/7c/7c17feb1.jpg,Is the case material explicitly stated?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/55/55346450.jpg,What phone model is this case designed for?,VivoV5
/kaggle/input/vrmini2/abo-images-small/images/small/66/66ea3f11.jpg,What type of shoe is this?,Flats
/kaggle/input/vrmini2/abo-images-small/images/small/81/813abcec.jpg,What phone model is this case designed for?,Z4
/kaggle/input/vrmini2/abo-images-small/images/small/f5/f58122fa.jpg,What is the shoe's style?,Derby
/kaggle/input/vrmini2/abo-images-small/images/small/20/20d61771.jpg,Does this chair have armrests?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/35/3595924e.jpg,What is the brand of this neck massager?,AmazonBasics
/kaggle/input/vrmini2/abo-images-small/images/small/70/70469ae9.jpg,What material is the cage primarily constructed from?,Steel
/kaggle/input/vrmini2/abo-images-small/images/small/29/2979a70c.jpg,Is the phone case design primarily geometric or representational?,Representational
/kaggle/input/vrmini2/abo-images-small/images/small/28/28a65357.jpg,What material is the case made of?,Silicon
/kaggle/input/vrmini2/abo-images-small/images/small/20/204c4700.jpg,What type of material is used for this phone case?,Hard
/kaggle/input/vrmini2/abo-images-small/images/small/ee/ee985bca.jpg,What is the primary material of the Laurel dresser?,Wood
/kaggle/input/vrmini2/abo-images-small/images/small/d9/d946124b.jpg,What colors are the paint blocks on the phone case?,Multicolored
/kaggle/input/vrmini2/abo-images-small/images/small/dd/ddb16c1c.jpg,What is the case's primary material?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/01/01ad8bb5.jpg,What is the primary ingredient of this canned food?,Tuna
/kaggle/input/vrmini2/abo-images-small/images/small/17/172075af.jpg,Does this phone case appear to have cutouts for the buttons and ports?,Yes
/kaggle/input/vrmini2/abo-images-small/images/small/c6/c661377f.jpg,How many main colors are prominently featured in the phone case's design?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4c57197d.jpg,How many gemstones are visibly set in the pendant?,Six
/kaggle/input/vrmini2/abo-images-small/images/small/8a/8aedaa6d.jpg,What color is the phone case background?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/c7/c7839e75.jpg,What is the brand of this wireless charger?,Amazon
/kaggle/input/vrmini2/abo-images-small/images/small/01/0144694c.jpg,How many small stars are depicted on the phone case?,Four
/kaggle/input/vrmini2/abo-images-small/images/small/e2/e2d983ad.jpg,What is the main color of the heater?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/f7/f7516408.jpg,What material is the phone case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/16/16f555b2.jpg,"Considering the metadata, what is the case's weight class?",Light
/kaggle/input/vrmini2/abo-images-small/images/small/73/73b84e35.jpg,"Based on the image and metadata, what is the weight of the product in grams?",250
/kaggle/input/vrmini2/abo-images-small/images/small/1e/1ed7041e.jpg,Is the phone case design abstract or representational?,Abstract
/kaggle/input/vrmini2/abo-images-small/images/small/a3/a363099f.jpg,How many straws are visible in the image of the phone case?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/a6/a6823313.jpg,What letter is prominently displayed on the phone case?,U
/kaggle/input/vrmini2/abo-images-small/images/small/91/91bd6bcd.jpg,How many knobs are included in the pack?,Ten
/kaggle/input/vrmini2/abo-images-small/images/small/39/394e1ef2.jpg,What is the primary use location suggested?,Outdoors
/kaggle/input/vrmini2/abo-images-small/images/small/b5/b5551682.jpg,What is the phone model compatibility?,VivoV9
/kaggle/input/vrmini2/abo-images-small/images/small/3f/3fbfd555.jpg,What material is the case made of?,Hardplastic
/kaggle/input/vrmini2/abo-images-small/images/small/e6/e6b2fd4e.jpg,What color are the hanging balls on the phone case?,Gold
/kaggle/input/vrmini2/abo-images-small/images/small/4c/4c158fa8.jpg,Is the design on the phone case primarily floral or geometric?,Floral
/kaggle/input/vrmini2/abo-images-small/images/small/87/87c11ce5.jpg,"Based on the product name, are these cushion covers designed for indoor or outdoor use?",Indoor
/kaggle/input/vrmini2/abo-images-small/images/small/0f/0f9e85d9.jpg,In what country is this product sold?,India
/kaggle/input/vrmini2/abo-images-small/images/small/84/840b413b.jpg,Is the cap of the bottle black or white?,Black
/kaggle/input/vrmini2/abo-images-small/images/small/64/64ee3262.jpg,What is the primary material of the case?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/89/894969b1.jpg,What phone model is this case designed for?,Honor8C
/kaggle/input/vrmini2/abo-images-small/images/small/fe/fe3c162f.jpg,What is the primary color of the phone case?,Orange
/kaggle/input/vrmini2/abo-images-small/images/small/b5/b54a21b2.jpg,What is the connection type on one end of the cable?,DVI
/kaggle/input/vrmini2/abo-images-small/images/small/e5/e5fa644a.jpg,How many throw pillows are shown in the image?,Three
/kaggle/input/vrmini2/abo-images-small/images/small/5a/5a4b3fbd.jpg,"According to the metadata, what is the style of the find. Men's Um1359 Chelsea Boots?",Chelsea
/kaggle/input/vrmini2/abo-images-small/images/small/d7/d79b1845.jpg,"Based on the product image and metadata, what is the storage capacity of a single disc?",8.5GB
/kaggle/input/vrmini2/abo-images-small/images/small/51/5178ea84.jpg,What is the primary material of the Belini flip-flops?,Synthetic
/kaggle/input/vrmini2/abo-images-small/images/small/06/065a7ac0.jpg,"Based on its size, would this case be suitable for a large professional camera with multiple lenses?",No
/kaggle/input/vrmini2/abo-images-small/images/small/cf/cf8d7f13.jpg,How many curtains are shown in the image?,Two
/kaggle/input/vrmini2/abo-images-small/images/small/4d/4d90abc4.jpg,What material is the case made of?,Plastic
/kaggle/input/vrmini2/abo-images-small/images/small/f9/f923cb4c.jpg,What color are the hearts on the phone case?,Pink
/kaggle/input/vrmini2/abo-images-small/images/small/45/459a70a4.jpg,"Given the image and metadata, what is the material of the belt?",Leather
/kaggle/input/vrmini2/abo-images-small/images/small/2a/2ae11363.jpg,What phone model is this case for?,Reno2
/kaggle/input/vrmini2/abo-images-small/images/small/71/719abf56.jpg,"Based on the image and material metadata, what is the case's primary material?",Plastic
